Base SKU,Shopify Store Product Handle,Title,Description,Cabinet Category,Cabinet Sub-Type,Product Weight (lbs),Price,Cost per item,Image Product Image URL,Cabinet Face Frame Type,Cabinet Doors Ct,Cabinet Drawer Ct,Cabinet False Drawer Ct,Cabinet Line,Cabinet Shelf Ct,Cabinet Trash Bin Ct,10x10 Kitchen Package,Cabinet Back Panel Details,Cabinet Bumper Details,Cabinet Door Details,Cabinet Door Hinge Details,Cabinet Door Hinge Ct,Cabinet Drawer Box Details,Cabinet Drawer Slide Details,Cabinet Face Frame Details,Cabinet Finish Details,Cabinet Interior Details,Cabinet Shelf Details,Cabinet Side Panel Details,Cabinet Assembly Video URL,BLUM Hardware Drawer Slides Upgrade Available,BLUM Hardware Drawer Slides Price,BLUM Cabinet Hinge Upgrade Available,BLUM Cabinet Hinge Upgrade Price,Cabinet Finish,Depth,Height,Width
SW-ADA-B18,seaport-white-ada-base-cabinet-18-32-5-24,Seaport White ADA Base Cabinet - 18w 32½h 24d,"Enhanced accessible storage with the Seaport White Traditional Shaker ADA Base Cabinet, 18″W x 32½″H x 24″D. Wider footprint provides more storage while maintaining wheelchair-accessible 32½″ height. Top drawer keeps daily items within easy reach above single door cabinet. Perfect for creating continuous accessible work surfaces in universal design kitchens. Thoughtful solution balancing storage capacity with accessibility requirements.",Base Cabinet,Base Kitchen Cabinets,,,,https://cdn.shopify.com/s/files/1/0628/5167/8286/files/ADA-B18_913822a7-738f-4b94-a9ee-670c3c8eb5b4.png,Full Overlay,,,,Seaport,,,,"3/4"" Thick Plywood Back Panel",Doors and drawers come pre-drilled with securely installed rubber bumpers that stay in place and won't fall out over time.,Solid wood frame with HDF center panel.,"Soft-Close, 6-Way Adjustable, 1¼"" Overlay, 110° Opening",,"5/8” Solid Wood, Dovetail Construction",21in Soft-close Under Mount Drawer Slide,"1½""Wide by 3/4"" Thick Hardwood Face Frame","19-step process preps, paints and stains; Oven-dried for a flawless, durable finish",UV Coated Hand Stained Natural Plywood,"3/4"" thick. Height adjustable with polished steel shelf pins","5/8"" Thick Premium Grade Plywood. Outside is painted or stained to match your face frame finish. (FREE add-on comparable to $100+ option at our competition)",https://cdn.shopify.com/videos/c/o/v/97bf7d48160240058cc4c69744a7dac6.mp4,,24.00 USD,,8.00 USD,white,24.0in,32.5in,18.0in
SW-ADA-B24,seaport-white-ada-double-base-24-32-5-24,Seaport White ADA Double Base - 24w 32½h 24d,"Design inclusive kitchens with the Seaport White Traditional Shaker ADA Double Base Cabinet, 24″W x 32½″H x 24″D. Two-door configuration at compliant 32½″ height offers accessible storage with adjustable shelf and convenient top drawer spanning full width. Perfect for creating continuous accessible work surfaces in residential or commercial applications. The lowered height promotes independence while the drawer keeps essentials within comfortable reach. Built to enhance daily living for all users.",Base Cabinet,Base Kitchen Cabinets,,,,https://cdn.shopify.com/s/files/1/0628/5167/8286/files/ADA-B24_170a29b6-7e69-4a9a-804e-f5ec87b63af9.png,Full Overlay,,,,Seaport,,,,"3/4"" Thick Plywood Back Panel",Doors and drawers come pre-drilled with securely installed rubber bumpers that stay in place and won't fall out over time.,Solid wood frame with HDF center panel.,"Soft-Close, 6-Way Adjustable, 1¼"" Overlay, 110° Opening",,"5/8” Solid Wood, Dovetail Construction",21in Soft-close Under Mount Drawer Slide,"1½""Wide by 3/4"" Thick Hardwood Face Frame","19-step process preps, paints and stains; Oven-dried for a flawless, durable finish",UV Coated Hand Stained Natural Plywood,"3/4"" thick. Height adjustable with polished steel shelf pins","5/8"" Thick Premium Grade Plywood. Outside is painted or stained to match your face frame finish. (FREE add-on comparable to $100+ option at our competition)",https://cdn.shopify.com/videos/c/o/v/97bf7d48160240058cc4c69744a7dac6.mp4,,24.00 USD,,16.00 USD,white,24.0in,32.5in,24.0in
SW-ADA-B30,seaport-white-ada-double-base-30-32-5-24,Seaport White ADA Double Base - 30w 32½h 24d,"Spacious accessible design with the Seaport White Traditional Shaker ADA Double Base, 30″W x 32½″H x 24″D. Two doors provide ample storage at ADA-compliant height for comfortable access. Full-width drawer organizes essentials at convenient height for all users. The 30″ width offers substantial storage while maintaining reachable proportions. Premium accessibility solution for inclusive kitchen designs.",Base Cabinet,Base Kitchen Cabinets,,,,https://cdn.shopify.com/s/files/1/0628/5167/8286/files/ADA-B30_4f84b741-6073-4a69-bf7f-f92239c0c632.png,Full Overlay,,,,Seaport,,,,"3/4"" Thick Plywood Back Panel",Doors and drawers come pre-drilled with securely installed rubber bumpers that stay in place and won't fall out over time.,Solid wood frame with HDF center panel.,"Soft-Close, 6-Way Adjustable, 1¼"" Overlay, 110° Opening",,"5/8” Solid Wood, Dovetail Construction",21in Soft-close Under Mount Drawer Slide,"1½""Wide by 3/4"" Thick Hardwood Face Frame","19-step process preps, paints and stains; Oven-dried for a flawless, durable finish",UV Coated Hand Stained Natural Plywood,"3/4"" thick. Height adjustable with polished steel shelf pins","5/8"" Thick Premium Grade Plywood. Outside is painted or stained to match your face frame finish. (FREE add-on comparable to $100+ option at our competition)",https://cdn.shopify.com/videos/c/o/v/97bf7d48160240058cc4c69744a7dac6.mp4,,24.00 USD,,16.00 USD,white,24.0in,32.5in,30.0in
SW-ADA-LSB36,seaport-white-ada-lazy-susan-corner-36-32-5-24,Seaport White ADA Lazy Susan Corner - 36w 32½h 24d,"Create barrier-free kitchen corners with the Seaport White Traditional Shaker ADA Lazy Susan Base, 36″W x 32½″H x 24″D. Single door reveals rotating storage system accessible from seated position, making corner contents reachable for all users. The 32½″ compliant height paired with lazy Susan mechanism eliminates deep reaching into corners. Transforms traditionally difficult corner storage into universally accessible space. Perfect for inclusive kitchen designs prioritizing independence and functionality.",Base Cabinet,Corner Kitchen Cabinets,,,,https://cdn.shopify.com/s/files/1/0628/5167/8286/files/ADA-LSB36.jpg,Full Overlay,,,,Seaport,,,,"3/4"" Thick Plywood Back Panel",Doors and drawers come pre-drilled with securely installed rubber bumpers that stay in place and won't fall out over time.,Solid wood frame with HDF center panel.,"Soft-Close Lazy Susan Bi-Fold, 155° Opening, 2-Way Adjustable, Corner Cabinet",,,,"1½""Wide by 3/4"" Thick Hardwood Face Frame","19-step process preps, paints and stains; Oven-dried for a flawless, durable finish",UV Coated Hand Stained Natural Plywood,,"5/8"" Thick Premium Grade Plywood. Outside is painted or stained to match your face frame finish. (FREE add-on comparable to $100+ option at our competition)",https://cdn.shopify.com/videos/c/o/v/ffc2df80a0a44eb1807659e17f4b5fe3.mp4,,,,,white,24.0in,32.5in,36.0in
SW-ADA-SB30,seaport-white-ada-sink-base-30-32-5-24,Seaport White ADA Sink Base - 30w 32½h 24d,"Enable accessible kitchen cleanup with the Seaport White Traditional Shaker ADA Sink Base, 30″W x 32½″H x 24″D. Dual doors with false drawer front maintain design continuity while providing knee space for seated users. The 32½″ height allows wheelchair approach while doors offer full plumbing access. Essential for ADA-compliant kitchens, supports both undermount and drop-in sinks. Interior shelf removed to accommodate knee clearance and plumbing requirements.",Base Cabinet,Sink Base Cabinets,,,,https://cdn.shopify.com/s/files/1/0628/5167/8286/files/ADA-SB30_9a8f0be8-e432-4cac-9492-008eabc3b446.png,Full Overlay,,,,Seaport,,,,"3/4"" Thick Plywood Back Panel",Doors and drawers come pre-drilled with securely installed rubber bumpers that stay in place and won't fall out over time.,Solid wood frame with HDF center panel.,"Soft-Close, 6-Way Adjustable, 1¼"" Overlay, 110° Opening",,,,"1½""Wide by 3/4"" Thick Hardwood Face Frame","19-step process preps, paints and stains; Oven-dried for a flawless, durable finish",UV Coated Hand Stained Natural Plywood,,"5/8"" Thick Premium Grade Plywood. Outside is painted or stained to match your face frame finish. (FREE add-on comparable to $100+ option at our competition)",https://cdn.shopify.com/videos/c/o/v/a1e6a50421bd410fa1ed95532b1300d6.mp4,,,,16.00 USD,white,24.0in,32.5in,30.0in
SW-ADA-VSB30,seaport-white-ada-vanity-sink-base-30-32-5-21,Seaport White ADA Vanity Sink Base - 30w 32½h 21d,"Barrier-free bathroom design with the Seaport White Traditional Shaker ADA Vanity Sink Base, 30″W x 32½″H x 21″D. Wheelchair-accessible height with false drawer maintaining design continuity. Two doors provide plumbing access while preserving knee clearance space. The 21″ depth suits bathroom proportions perfectly. Essential for creating truly accessible bathroom environments.",Vanity,Vanity Bases,,,,https://cdn.shopify.com/s/files/1/0628/5167/8286/files/seaport-white-single-sink-vanity-base-cabinet-2-door-angled-view.jpg,Full Overlay,,,,Seaport,,,,"3/4"" Thick Plywood Back Panel",Doors and drawers come pre-drilled with securely installed rubber bumpers that stay in place and won't fall out over time.,Solid wood frame with HDF center panel.,"Soft-Close, 6-Way Adjustable, 1¼"" Overlay, 110° Opening",,,,"1½""Wide by 3/4"" Thick Hardwood Face Frame","19-step process preps, paints and stains; Oven-dried for a flawless, durable finish",UV Coated Hand Stained Natural Plywood,,"5/8"" Thick Premium Grade Plywood. Outside is painted or stained to match your face frame finish. (FREE add-on comparable to $100+ option at our competition)",https://cdn.shopify.com/videos/c/o/v/a1e6a50421bd410fa1ed95532b1300d6.mp4,,,,16.00 USD,white,21.0in,32.5in,30.0in
SW-ADA-B36,seaport-white-ada-wide-base-36-32-5-24,Seaport White ADA Wide Base - 36w 32½h 24d,"Maximum accessible storage with the Seaport White Traditional Shaker ADA Wide Base Cabinet, 36″W x 32½″H x 24″D. Generous width provides extensive storage at wheelchair-friendly height. Two doors with center stile offer organized access to large interior space. Top drawer spans full width for maximum utensil and tool organization. Ultimate ADA-compliant solution for kitchens prioritizing both accessibility and capacity.",Base Cabinet,Base Kitchen Cabinets,,,,https://cdn.shopify.com/s/files/1/0628/5167/8286/files/ADA-B36_e14f4b1e-4130-464d-a0c0-db776e29d687.png,Full Overlay,,,,Seaport,,,,"3/4"" Thick Plywood Back Panel",Doors and drawers come pre-drilled with securely installed rubber bumpers that stay in place and won't fall out over time.,Solid wood frame with HDF center panel.,"Soft-Close, 6-Way Adjustable, 1¼"" Overlay, 110° Opening",,"5/8” Solid Wood, Dovetail Construction",21in Soft-close Under Mount Drawer Slide,"1½""Wide by 3/4"" Thick Hardwood Face Frame","19-step process preps, paints and stains; Oven-dried for a flawless, durable finish",UV Coated Hand Stained Natural Plywood,"3/4"" thick. Height adjustable with polished steel shelf pins","5/8"" Thick Premium Grade Plywood. Outside is painted or stained to match your face frame finish. (FREE add-on comparable to $100+ option at our competition)",https://cdn.shopify.com/videos/c/o/v/97bf7d48160240058cc4c69744a7dac6.mp4,,24.00 USD,,16.00 USD,white,24.0in,32.5in,36.0in
SW-ADA-SB36,seaport-white-ada-wide-sink-base-36-32-5-24,Seaport White ADA Wide Sink Base - 36w 32½h 24d,"Wide accessible sink base with the Seaport White Traditional Shaker ADA Sink Cabinet, 36″W x 32½″H x 24″D. Generous width accommodates larger sinks while maintaining wheelchair clearance. False drawer front preserves aesthetic continuity across cabinet face. Two doors provide easy plumbing access when needed. Premium solution for accessible kitchens requiring substantial sink capacity.",Base Cabinet,Sink Base Cabinets,,,,https://cdn.shopify.com/s/files/1/0628/5167/8286/files/ADA-SB36_521c9121-affc-4884-8a4a-235d9f455a70.png,Full Overlay,,,,Seaport,,,,"3/4"" Thick Plywood Back Panel",Doors and drawers come pre-drilled with securely installed rubber bumpers that stay in place and won't fall out over time.,Solid wood frame with HDF center panel.,"Soft-Close, 6-Way Adjustable, 1¼"" Overlay, 110° Opening",,,,"1½""Wide by 3/4"" Thick Hardwood Face Frame","19-step process preps, paints and stains; Oven-dried for a flawless, durable finish",UV Coated Hand Stained Natural Plywood,,"5/8"" Thick Premium Grade Plywood. Outside is painted or stained to match your face frame finish. (FREE add-on comparable to $100+ option at our competition)",https://cdn.shopify.com/videos/c/o/v/a1e6a50421bd410fa1ed95532b1300d6.mp4,,,,16.00 USD,white,24.0in,32.5in,36.0in
SW-B12,seaport-white-base-cabinet-12-34-5-24,Seaport White Base Cabinet - 12w 34½h 24d,"Optimize narrow spaces with the Seaport White Traditional Shaker Single Base Cabinet, 12″W x 34½″H x 24″D. Compact design combines single door storage with convenient top drawer for organized essentials. The adjustable shelf adapts to various item heights while the drawer keeps frequently used tools handy. Perfect beside dishwashers, ranges, or filling gaps in kitchen runs. Smart solution for maximizing every inch of kitchen real estate without sacrificing accessibility.",Base Cabinet,Base Kitchen Cabinets,,,,https://cdn.shopify.com/s/files/1/0628/5167/8286/files/B12_8e280f9a-3069-4246-b6b7-5d20d0908bf0.png,Full Overlay,,,,Seaport,,,,"3/4"" Thick Plywood Back Panel",Doors and drawers come pre-drilled with securely installed rubber bumpers that stay in place and won't fall out over time.,Solid wood frame with HDF center panel.,"Soft-Close, 6-Way Adjustable, 1¼"" Overlay, 110° Opening",,"5/8” Solid Wood, Dovetail Construction",21in Soft-close Under Mount Drawer Slide,"1½""Wide by 3/4"" Thick Hardwood Face Frame","19-step process preps, paints and stains; Oven-dried for a flawless, durable finish",UV Coated Hand Stained Natural Plywood,,"5/8"" Thick Premium Grade Plywood. Outside is painted or stained to match your face frame finish. (FREE add-on comparable to $100+ option at our competition)",https://cdn.shopify.com/videos/c/o/v/97bf7d48160240058cc4c69744a7dac6.mp4,,24.00 USD,,8.00 USD,white,24.0in,34.5in,12.0in
SW-B15,seaport-white-base-cabinet-15-34-5-24,Seaport White Base Cabinet - 15w 34½h 24d,"Standard single-door storage with the Seaport White Traditional Shaker Base Cabinet, 15″W x 34½″H x 24″D. Classic configuration combines door cabinet with convenient top drawer. Adjustable shelf adapts to various storage needs from cookware to pantry items. The 15″ width fits standard kitchen modules while providing substantial capacity. Fundamental building block for organized kitchen storage.",Base Cabinet,Base Kitchen Cabinets,,,,https://cdn.shopify.com/s/files/1/0628/5167/8286/files/B15_7230c840-9a03-4399-b3a4-e46d46d5bb04.png,Full Overlay,,,,Seaport,,,,"3/4"" Thick Plywood Back Panel",Doors and drawers come pre-drilled with securely installed rubber bumpers that stay in place and won't fall out over time.,Solid wood frame with HDF center panel.,"Soft-Close, 6-Way Adjustable, 1¼"" Overlay, 110° Opening",,"5/8” Solid Wood, Dovetail Construction",21in Soft-close Under Mount Drawer Slide,"1½""Wide by 3/4"" Thick Hardwood Face Frame","19-step process preps, paints and stains; Oven-dried for a flawless, durable finish",UV Coated Hand Stained Natural Plywood,,"5/8"" Thick Premium Grade Plywood. Outside is painted or stained to match your face frame finish. (FREE add-on comparable to $100+ option at our competition)",https://cdn.shopify.com/videos/c/o/v/97bf7d48160240058cc4c69744a7dac6.mp4,,24.00 USD,,8.00 USD,white,24.0in,34.5in,15.0in
SW-B18,seaport-white-base-cabinet-18-34-5-24,Seaport White Base Cabinet - 18w 34½h 24d,"Versatile base storage with the Seaport White Traditional Shaker Single Base Cabinet, 18″W x 34½″H x 24″D. Optimal width balances storage capacity with kitchen flow and accessibility. Top drawer and adjustable shelf behind door organize diverse items efficiently. The 18″ dimension fits perfectly between appliances or as standalone storage. Essential cabinet size for flexible kitchen planning and organization.",Base Cabinet,Base Kitchen Cabinets,,,,https://cdn.shopify.com/s/files/1/0628/5167/8286/files/B18_ab3535e3-0ebd-4ca3-ac3b-f4bd4166b2d0.png,Full Overlay,,,,Seaport,,,,"3/4"" Thick Plywood Back Panel",Doors and drawers come pre-drilled with securely installed rubber bumpers that stay in place and won't fall out over time.,Solid wood frame with HDF center panel.,"Soft-Close, 6-Way Adjustable, 1¼"" Overlay, 110° Opening",,"5/8” Solid Wood, Dovetail Construction",21in Soft-close Under Mount Drawer Slide,"1½""Wide by 3/4"" Thick Hardwood Face Frame","19-step process preps, paints and stains; Oven-dried for a flawless, durable finish",UV Coated Hand Stained Natural Plywood,,"5/8"" Thick Premium Grade Plywood. Outside is painted or stained to match your face frame finish. (FREE add-on comparable to $100+ option at our competition)",https://cdn.shopify.com/videos/c/o/v/97bf7d48160240058cc4c69744a7dac6.mp4,,24.00 USD,,8.00 USD,white,24.0in,34.5in,18.0in
SW-B21,seaport-white-base-cabinet-21-34-5-24,Seaport White Base Cabinet - 21w 34½h 24d,"Expanded single storage with the Seaport White Traditional Shaker Wide Base Cabinet, 21″W x 34½″H x 24″D. Generous single door provides easy access to larger interior space. Full-width drawer above door maximizes utensil and tool organization. The 21″ width accommodates bigger items while maintaining single-door convenience. Ideal for storing specialty cookware or bulk pantry supplies.",Base Cabinet,Base Kitchen Cabinets,,,,https://cdn.shopify.com/s/files/1/0628/5167/8286/files/B21_36a1596a-925f-447f-bd8d-a1fd5a4bf70c.png,Full Overlay,,,,Seaport,,,,"3/4"" Thick Plywood Back Panel",Doors and drawers come pre-drilled with securely installed rubber bumpers that stay in place and won't fall out over time.,Solid wood frame with HDF center panel.,"Soft-Close, 6-Way Adjustable, 1¼"" Overlay, 110° Opening",,"5/8” Solid Wood, Dovetail Construction",21in Soft-close Under Mount Drawer Slide,"1½""Wide by 3/4"" Thick Hardwood Face Frame","19-step process preps, paints and stains; Oven-dried for a flawless, durable finish",UV Coated Hand Stained Natural Plywood,,"5/8"" Thick Premium Grade Plywood. Outside is painted or stained to match your face frame finish. (FREE add-on comparable to $100+ option at our competition)",https://cdn.shopify.com/videos/c/o/v/97bf7d48160240058cc4c69744a7dac6.mp4,,24.00 USD,,8.00 USD,white,24.0in,34.5in,21.0in
